model,hf_model,task,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,eval_loss,train_time_sec,epochs,lr,batch_size,max_length
TimeLM-21,cardiffnlp/twitter-roberta-base-2021-124m,emotion,0.8416608022519353,0.8159090392826371,0.8414744746985894,0.8213330193091504,0.811497129887434,0.5450307130813599,48.51462006568909,5,1e-05,16,128
