model   , hf_model           , task   , accuracy          , macro_f1          , weighted_f1       , macro_precision   , macro_recall      , eval_loss         , train_time_sec   , epochs, lr   , batch_size, max_length
BERTweet, vinai/bertweet-base, emotion, 0.8465869106263195, 0.8148992957718255, 0.8456018406746862, 0.8269431398097086, 0.8056269713930935, 0.5114241242408752, 50.59448862075806,      5, 1e-05,         16,        128
